733.49408	-0.045	0.023	-0.874	0.592
733.49297	-0.058	0.016	-1.913	0.423
733.49214	-0.178	0.019	-4.141	0.508
733.49102	-0.780	0.073	-21.407	1.970
733.48991	-0.140	0.018	-3.226	0.518
733.48908	-0.151	0.037	-4.483	1.042
733.48796	-0.148	0.015	-3.295	0.390
733.48713	-0.369	0.055	-9.653	1.373
733.48602	-0.143	0.031	-3.137	0.851
733.48491	-0.217	0.037	-6.140	1.009
733.48407	-0.203	0.013	-5.053	0.343
733.48296	-0.136	0.020	-3.498	0.527
733.48212	-0.133	0.015	-3.216	0.388
733.48101	-0.032	0.007	-0.407	0.179
733.47990	0.044	0.023	1.497	0.588
733.47907	-0.099	0.014	-2.102	0.347
733.47795	-0.114	0.030	-3.079	0.828
733.47712	-0.078	0.024	-0.725	0.596
733.47601	-0.309	0.027	-8.119	0.721
733.47489	-0.156	0.016	-4.051	0.390
733.47406	-0.142	0.015	-3.865	0.400
733.47295	-0.037	0.021	-0.798	0.525
733.47211	-0.131	0.012	-3.251	0.323
733.47100	-0.015	0.019	0.270	0.501
733.46989	-0.046	0.018	0.144	0.432
733.46905	-0.090	0.019	-2.338	0.479
733.46794	-0.070	0.028	-2.298	0.775
733.46711	-0.254	0.019	-6.627	0.472
733.46599	-0.203	0.025	-5.405	0.675
733.46488	-0.042	0.024	-0.486	0.638
733.46405	-0.078	0.013	-2.453	0.328
733.46294	-0.115	0.014	-2.113	0.347
733.46210	-0.110	0.012	-3.515	0.336
733.46099	-0.178	0.029	-5.707	0.703
733.45988	-0.060	0.013	-1.307	0.398
733.45904	-0.251	0.029	-6.631	0.864
733.45793	-0.278	0.032	-8.118	0.827
733.45710	-0.243	0.027	-6.556	0.692
733.45598	-0.022	0.014	-0.323	0.395
733.45487	-0.056	0.016	-0.452	0.373
733.45404	-0.184	0.013	-4.400	0.360
733.45292	-0.106	0.011	-2.422	0.305
733.45209	-0.264	0.028	-7.748	0.720
733.45098	-0.025	0.017	0.014	0.404
733.44987	-0.167	0.014	-3.381	0.370
733.44903	-0.005	0.020	-0.040	0.503
733.44792	-0.178	0.022	-4.202	0.569
733.44708	-0.091	0.010	-1.825	0.260
733.44597	-0.114	0.024	-2.301	0.616
733.44514	-0.100	0.020	-2.771	0.496
733.44403	-0.053	0.016	-0.904	0.401
733.44291	-0.093	0.013	-1.954	0.294
733.44208	-0.193	0.017	-5.362	0.495
733.44097	-0.091	0.048	-3.242	1.307
733.44013	-0.201	0.013	-5.559	0.310
733.43902	-0.078	0.021	-2.146	0.508
733.43791	-0.129	0.012	-3.146	0.315
733.43707	-0.163	0.023	-3.905	0.674
733.43596	-0.076	0.011	-1.618	0.284
733.43513	-0.111	0.014	-3.110	0.399
733.43401	-0.261	0.026	-6.696	0.628
733.43290	-0.175	0.017	-4.396	0.470
733.43207	-0.031	0.010	-0.049	0.225
733.43095	-0.049	0.009	-0.873	0.234
733.43012	-0.137	0.022	-3.130	0.573
733.42901	-0.069	0.010	-2.005	0.268
733.42790	-0.116	0.012	-2.413	0.301
733.42706	-0.165	0.021	-5.219	0.581
733.42595	-0.037	0.016	-0.905	0.418
733.42511	-0.264	0.021	-7.205	0.578
733.42400	-0.099	0.016	-2.558	0.427
733.42289	-0.148	0.011	-4.137	0.296
733.42205	-0.174	0.023	-4.794	0.627
733.42094	-0.160	0.014	-4.090	0.399
733.42011	-0.216	0.023	-5.806	0.582
733.41900	-0.120	0.012	-3.013	0.351
733.41788	-0.030	0.022	-0.483	0.580
733.41705	0.001	0.011	-0.175	0.279
733.41594	-0.092	0.026	-2.071	0.655
733.41510	-0.124	0.013	-3.413	0.340
733.41399	-0.139	0.021	-3.666	0.489
733.41288	-0.103	0.012	-2.316	0.319
733.41204	-0.176	0.014	-4.505	0.353
733.41093	-0.174	0.016	-4.399	0.428
733.41010	-0.374	0.033	-9.879	0.844
733.40898	-0.035	0.007	-0.242	0.172
733.40787	-0.091	0.025	-1.928	0.597
733.40704	-0.116	0.011	-2.931	0.290
733.40592	-0.008	0.016	-0.401	0.399
733.40509	0.108	0.043	3.192	1.197
733.40398	-0.082	0.009	-2.401	0.212
733.40287	-0.122	0.014	-2.387	0.358
733.40203	-0.050	0.011	-1.700	0.274
733.40092	-0.047	0.015	-1.098	0.388
733.40008	-0.227	0.016	-5.949	0.407
733.39897	-0.086	0.014	-2.142	0.342
733.39814	-0.052	0.009	-0.689	0.190
733.39702	-0.173	0.017	-4.149	0.485
733.39591	-0.148	0.013	-3.955	0.332
733.39508	-0.078	0.012	-1.460	0.346
733.39397	-0.110	0.010	-2.916	0.236
733.39313	-0.127	0.023	-3.394	0.589
733.39202	-0.052	0.017	-0.506	0.486
733.39091	-0.104	0.029	-1.872	0.761
733.39007	-0.114	0.020	-3.136	0.499
733.38896	-0.094	0.009	-2.779	0.250
733.38813	-0.086	0.016	-2.048	0.410
733.38701	-0.081	0.013	-2.250	0.349
733.38590	-0.060	0.016	-1.201	0.474
733.38507	0.007	0.016	0.203	0.421
733.38395	-0.056	0.024	-1.622	0.586
733.38312	-0.058	0.018	-1.084	0.471
733.38201	-0.128	0.013	-3.173	0.310
733.38089	-0.144	0.012	-4.267	0.247
733.38006	-0.097	0.022	-2.419	0.587
733.37895	-0.175	0.013	-4.702	0.348
733.37811	-0.202	0.014	-5.243	0.335
733.37700	-0.069	0.011	-1.746	0.255
733.37589	-0.070	0.011	-1.646	0.271
733.37505	-0.104	0.011	-2.313	0.273
733.37394	-0.209	0.028	-5.376	0.711
733.37311	-0.098	0.016	-2.387	0.389
733.37199	-0.040	0.009	-0.425	0.224
733.37088	-0.253	0.033	-6.576	0.918
733.37005	-0.135	0.018	-3.726	0.472
733.36894	-0.083	0.028	-1.852	0.756
733.36810	-0.060	0.010	-1.630	0.272
733.36699	-0.060	0.009	-1.353	0.237
733.36588	-0.214	0.027	-5.654	0.703
733.36504	-0.098	0.015	-2.079	0.412
733.36393	-0.071	0.010	-2.440	0.280
733.36309	-0.129	0.010	-3.188	0.251
733.36198	-0.033	0.019	-0.629	0.455
733.36087	-0.065	0.012	-1.290	0.308
733.36004	-0.155	0.013	-3.801	0.372
733.35892	-0.039	0.009	-0.408	0.209
733.35809	-0.031	0.009	-0.506	0.252
733.35698	-0.020	0.049	-0.621	1.338
733.35586	-0.093	0.012	-2.303	0.305
733.35503	-0.060	0.009	-1.400	0.215
733.35392	-0.134	0.017	-3.375	0.407
733.35308	-0.103	0.013	-2.854	0.325
733.35197	-0.143	0.014	-4.053	0.385
733.35114	-0.141	0.021	-3.769	0.577
733.35002	-0.095	0.018	-2.264	0.491
733.34891	-0.164	0.014	-4.202	0.385
733.34808	-0.113	0.012	-2.721	0.336
733.34696	0.027	0.015	0.114	0.384
733.34613	-0.085	0.012	-1.680	0.297
733.34502	-0.196	0.016	-5.663	0.463
733.34390	-0.092	0.008	-2.521	0.222
733.34307	-0.149	0.020	-3.930	0.474
733.34196	-0.118	0.013	-2.982	0.284
733.34112	-0.096	0.033	-2.738	0.881
733.34001	-0.123	0.021	-3.316	0.609
733.33890	-0.080	0.034	-2.312	0.930
733.33806	-0.111	0.014	-2.573	0.344
733.33695	-0.103	0.012	-2.350	0.330
733.33612	-0.111	0.011	-2.510	0.257
733.33500	-0.175	0.020	-4.311	0.500
733.33389	-0.098	0.015	-2.368	0.432
733.33306	-0.021	0.009	-0.312	0.259
733.33194	-0.106	0.011	-2.142	0.305
733.33111	-0.091	0.016	-2.769	0.383
733.33000	-0.099	0.015	-2.154	0.398
733.32889	-0.096	0.021	-2.329	0.532
733.32805	-0.067	0.009	-1.586	0.207
733.32694	-0.147	0.017	-3.347	0.412
733.32610	-0.154	0.013	-3.721	0.361
733.32499	-0.031	0.011	-0.529	0.270
733.32388	-0.058	0.014	-1.469	0.375
733.32304	-0.010	0.011	-0.732	0.291
733.32193	-0.113	0.011	-2.853	0.272
733.32110	-0.157	0.019	-4.430	0.508
733.31998	-0.082	0.016	-2.094	0.444
733.31887	-0.019	0.026	-0.958	0.626
733.31804	-0.124	0.013	-2.881	0.332
733.31693	-0.221	0.019	-5.593	0.502
733.31609	-0.047	0.010	-1.151	0.241
733.31498	-0.106	0.013	-2.193	0.348
733.31387	-0.081	0.013	-1.607	0.362
733.31303	-0.077	0.013	-2.365	0.372
733.31192	-0.069	0.008	-1.403	0.213
733.31108	-0.117	0.025	-3.670	0.622
733.30997	-0.152	0.014	-4.134	0.332
733.30914	-0.040	0.015	-0.647	0.434
733.30803	-0.049	0.019	-0.999	0.503
733.30691	-0.060	0.013	-1.361	0.309
733.30608	-0.143	0.019	-4.088	0.495
733.30497	-0.119	0.019	-3.356	0.500
733.30413	-0.154	0.027	-3.721	0.726
733.30302	-0.149	0.021	-4.028	0.563
733.30191	-0.001	0.015	-0.240	0.394
733.30107	-0.051	0.018	-1.089	0.508
733.29996	-0.058	0.012	-0.975	0.342
733.29912	-0.029	0.032	-0.524	0.850
733.29801	-0.068	0.011	-1.594	0.253
733.29690	0.007	0.019	0.278	0.530
733.29607	-0.111	0.026	-3.040	0.725
733.29495	-0.005	0.011	-0.146	0.293
733.29412	-0.088	0.017	-2.312	0.444
733.29301	-0.005	0.020	0.095	0.537
733.29189	-0.077	0.020	-1.914	0.494
733.29106	-0.083	0.017	-1.531	0.464
733.28995	0.006	0.024	-0.037	0.612
733.28911	-0.128	0.019	-3.091	0.440
733.28800	-0.049	0.012	-1.131	0.329
733.28689	-0.021	0.022	-0.588	0.607
733.28605	0.007	0.010	0.626	0.264
733.28494	-0.067	0.015	-1.462	0.375
733.28411	-0.122	0.024	-3.452	0.625
733.28299	0.006	0.017	0.633	0.435
733.28188	0.056	0.024	1.904	0.629
733.28105	-0.007	0.024	-0.605	0.624
733.27993	0.020	0.026	0.517	0.705
733.27910	0.109	0.021	2.994	0.537
733.27799	-0.063	0.029	-2.141	0.806
733.27687	0.157	0.024	3.973	0.647
733.27604	0.211	0.018	5.682	0.550
733.27493	-0.005	0.043	-0.471	1.193
733.27409	0.085	0.020	2.436	0.523
733.27298	0.274	0.032	7.275	0.870
733.27187	0.426	0.044	11.213	1.212
733.27103	0.307	0.028	8.065	0.738
733.26992	0.456	0.032	12.052	0.883
733.26909	0.489	0.034	13.253	0.955
733.26797	0.369	0.027	9.653	0.817
733.26714	0.541	0.034	14.118	0.956
733.26603	0.549	0.031	14.215	0.854
733.26491	0.720	0.044	19.379	1.242
733.26408	0.499	0.033	12.804	0.955
733.26297	0.652	0.037	17.530	1.003
733.26213	0.746	0.039	19.487	1.074
733.26102	0.557	0.069	14.183	1.923
733.25991	0.846	0.042	21.634	1.127
733.25907	0.776	0.044	20.320	1.218
733.25796	1.260	0.055	34.149	1.528
733.25713	1.045	0.046	27.679	1.291
733.25601	1.352	0.060	35.998	1.625
733.25490	1.158	0.042	31.188	1.197
733.25407	1.801	0.081	47.410	2.149
733.25295	1.894	0.071	50.309	1.931
733.25212	1.903	0.078	51.071	2.128
733.25101	1.749	0.057	46.523	1.538
733.24989	1.919	0.046	51.583	1.247
733.24906	2.060	0.073	54.604	1.953
733.24795	1.638	0.060	43.356	1.657
733.24711	2.130	0.070	57.447	1.905
733.24600	2.312	0.069	61.435	1.866
733.24489	2.110	0.063	56.235	1.717
733.24405	2.485	0.075	66.490	1.991
733.24294	2.789	0.079	73.429	2.098
733.24211	2.625	0.105	67.134	2.398
733.24099	3.863	0.110	99.522	2.691
733.23988	2.576	0.077	67.644	2.073
733.23905	2.339	0.083	62.306	2.309
733.23793	2.885	0.081	76.813	2.146
733.23710	2.264	0.093	59.765	2.501
733.23599	2.166	0.079	56.816	2.042
733.23487	1.774	0.064	46.948	1.726
733.23404	1.934	0.070	51.479	1.886
733.23293	2.151	0.063	57.193	1.684
733.23209	1.920	0.074	51.258	2.009
733.23098	2.150	0.067	57.417	1.810
733.22987	2.166	0.067	57.627	1.840
733.22903	1.607	0.058	42.961	1.560
733.22792	1.666	0.062	43.756	1.661
733.22708	1.635	0.073	43.543	1.982
733.22597	1.262	0.041	33.781	1.138
733.22514	1.315	0.058	35.856	1.591
733.22402	1.287	0.057	34.345	1.528
733.22291	1.211	0.050	32.270	1.344
733.22208	1.074	0.053	28.457	1.456
733.22097	0.810	0.042	21.066	1.160
733.22013	0.974	0.043	26.313	1.216
733.21902	0.829	0.045	22.536	1.278
733.21791	0.656	0.042	17.357	1.179
733.21707	0.674	0.038	18.335	1.075
733.21596	0.774	0.039	20.249	1.070
733.21512	0.446	0.025	12.750	0.697
733.21401	0.429	0.032	11.049	0.881
733.21290	0.424	0.038	11.792	1.028
733.21206	0.290	0.026	7.545	0.734
733.21095	0.341	0.029	8.491	0.773
733.21012	0.355	0.025	9.336	0.713
733.20900	0.352	0.032	9.768	0.886
733.20789	0.143	0.024	4.019	0.663
733.20706	0.207	0.028	5.836	0.808
733.20594	0.295	0.036	7.964	0.990
733.20511	0.280	0.024	7.485	0.683
733.20400	0.196	0.025	4.958	0.689
733.20288	0.122	0.019	3.523	0.495
733.20205	0.050	0.019	1.777	0.490
733.20094	0.072	0.032	2.044	0.856
733.20010	0.059	0.023	0.920	0.609
733.19899	0.074	0.016	2.403	0.435
733.19788	0.186	0.029	4.793	0.775
733.19704	-0.017	0.027	-0.317	0.746
733.19593	-0.036	0.016	-0.492	0.385
733.19510	0.106	0.016	3.271	0.443
733.19398	0.116	0.019	3.759	0.521
733.19287	-0.008	0.019	-0.110	0.513
733.19204	0.095	0.026	2.969	0.715
733.19092	-0.053	0.024	-0.811	0.665
733.19009	0.065	0.015	2.147	0.417
733.18898	-0.079	0.019	-1.437	0.503
733.18786	-0.158	0.027	-4.252	0.747
733.18703	-0.045	0.013	-1.628	0.317
733.18592	-0.040	0.017	-0.591	0.459
733.18508	-0.075	0.029	-1.981	0.811
733.18397	-0.047	0.011	-1.096	0.321
733.18314	-0.022	0.023	-0.182	0.613
733.18202	-0.043	0.018	-1.162	0.482
733.18091	-0.045	0.022	-0.855	0.568
733.18008	-0.028	0.012	-0.713	0.336
733.17896	-0.004	0.012	0.036	0.284
733.17813	-0.015	0.013	-0.391	0.346
733.17702	-0.028	0.013	-0.116	0.324
733.17590	-0.078	0.026	-1.553	0.654
733.17507	-0.138	0.025	-3.263	0.667
733.17396	-0.128	0.020	-3.238	0.520
733.17312	-0.152	0.011	-4.694	0.280
733.17201	-0.097	0.020	-2.653	0.504
733.17090	-0.049	0.020	-1.440	0.521
733.17006	-0.052	0.009	-1.275	0.249
733.16895	-0.041	0.008	-1.195	0.185
733.16811	-0.064	0.008	-1.276	0.186
733.16700	-0.155	0.016	-4.267	0.363
733.16589	-0.027	0.015	0.091	0.395
733.16505	-0.043	0.015	-1.248	0.419
733.16394	-0.053	0.011	-1.524	0.258
733.16311	0.047	0.030	1.086	0.739
733.16199	-0.098	0.016	-2.822	0.465
733.16088	-0.124	0.014	-2.782	0.340
733.16005	-0.163	0.022	-4.316	0.605
733.15893	-0.150	0.020	-3.856	0.532
733.15810	-0.101	0.021	-2.473	0.600
733.15699	0.034	0.014	0.877	0.359
733.15587	-0.073	0.009	-1.926	0.235
733.15504	0.003	0.016	0.125	0.435
733.15393	-0.042	0.014	-1.211	0.347
733.15309	-0.017	0.010	-0.320	0.283
733.15198	-0.035	0.019	-0.403	0.502
733.15087	-0.050	0.012	-1.203	0.295
733.15003	-0.103	0.009	-2.080	0.215
733.14892	-0.057	0.010	-0.987	0.228
733.14809	-0.076	0.012	-2.057	0.304
733.14697	-0.097	0.013	-2.278	0.361
733.14614	-0.029	0.012	-0.430	0.273
733.14503	-0.074	0.010	-1.567	0.272
733.14391	-0.023	0.020	-0.814	0.538
733.14308	-0.094	0.018	-2.353	0.491
733.14197	-0.032	0.017	-0.240	0.430
733.14113	-0.060	0.010	-1.360	0.237
733.14002	-0.056	0.016	-1.378	0.393
733.13891	-0.054	0.014	-1.638	0.397
733.13807	-0.060	0.011	-1.232	0.288
733.13696	-0.021	0.011	-0.445	0.259
733.13612	-0.085	0.015	-2.242	0.382
733.13501	-0.050	0.010	-1.526	0.279
733.13390	-0.144	0.015	-3.382	0.397
733.13306	-0.052	0.019	-0.987	0.503
733.13195	-0.027	0.010	-0.814	0.243
733.13112	-0.071	0.015	-2.427	0.386
733.13000	-0.189	0.020	-5.225	0.540
733.12889	-0.044	0.015	-0.289	0.351
733.12806	-0.081	0.013	-0.813	0.331
733.12694	-0.084	0.030	-2.189	0.829
733.12611	-0.089	0.019	-3.032	0.455
733.12500	-0.066	0.009	-0.817	0.198
733.12388	-0.087	0.027	-3.039	0.717
733.12305	0.005	0.018	0.411	0.497
733.12194	-0.050	0.015	-2.614	0.389
733.12110	-0.008	0.008	0.042	0.196
733.11999	-0.087	0.012	-1.543	0.313
733.11888	-0.103	0.012	-1.840	0.305
733.11804	-0.065	0.018	-1.413	0.447
733.11693	-0.057	0.014	-1.560	0.362
733.11609	-0.064	0.008	-1.293	0.197
733.11498	-0.049	0.008	-1.559	0.238
733.11387	-0.020	0.010	-0.012	0.266
733.11303	-0.106	0.017	-2.506	0.473
733.11192	-0.094	0.017	-2.373	0.391
733.11109	-0.143	0.033	-4.003	0.885
733.10997	-0.161	0.010	-4.039	0.282
733.10886	-0.067	0.018	-1.857	0.461
733.10803	-0.099	0.028	-2.573	0.737
733.10691	-0.090	0.011	-2.493	0.257
733.10608	0.033	0.019	1.027	0.501
733.10497	-0.032	0.013	-0.535	0.359
733.10413	-0.082	0.012	-1.405	0.274
733.10302	-0.099	0.020	-2.308	0.555
733.10191	-0.072	0.010	-1.563	0.246
733.10107	-0.082	0.011	-1.944	0.242
733.09996	0.059	0.037	1.519	0.999
733.09913	-0.062	0.008	-1.701	0.168
733.09801	-0.117	0.011	-2.282	0.273
733.09690	-0.069	0.010	-1.424	0.225
733.09607	-0.145	0.020	-3.677	0.555
733.09495	-0.096	0.016	-2.682	0.401
733.09412	-0.062	0.009	-1.097	0.241
733.09301	-0.165	0.015	-4.374	0.413
733.09189	-0.049	0.009	-0.920	0.216
733.09106	-0.026	0.012	-0.350	0.325
733.08995	-0.075	0.020	-1.734	0.486
733.08911	0.009	0.026	0.516	0.700
733.08800	-0.100	0.019	-2.361	0.511
733.08689	-0.068	0.016	-0.969	0.435
733.08605	-0.053	0.011	-0.117	0.273
733.08494	-0.154	0.012	-3.063	0.298
733.08410	-0.153	0.015	-3.685	0.406
733.08299	-0.054	0.018	-1.158	0.529
733.08188	-0.032	0.027	-0.950	0.664
733.08104	-0.074	0.012	-1.332	0.308
733.07993	-0.056	0.009	-0.996	0.216
733.07910	-0.037	0.013	-1.533	0.324
733.07798	-0.071	0.015	-0.780	0.398
