WL	Field Signal	WL	Surface Signal	
729.6149	25.569152	734.0151	0.217572422857143
729.61993	22.8089337142857	734.0201	0.144855097142857
729.62495	20.6336294285714	734.02511	-0.27581752
729.62997	23.7192782857143	734.03011	0.415185268571429
729.635	24.6549254285714	734.03511	0.644761588571429
729.64002	26.448682	734.04012	0.354598502857143
729.64504	26.1443671428571	734.04512	-0.127266571428571
729.65007	25.3701785714286	734.05012	-0.220688045714286
729.65509	26.7071837142857	734.05513	0.0470290057142858
729.66011	27.9782577142857	734.06013	-0.229362777142857
729.66514	25.5534948571428	734.06513	-0.529587142857143
729.66988	21.6760165714286	734.07013	-0.452368
729.6749	24.077204	734.07514	-0.194077702857143
729.67993	22.7488482857143	734.07986	-0.167264182857143
729.68495	21.9819731428571	734.08487	-0.446400537142857
729.68997	21.3260868571429	734.08987	-0.33447952
729.69499	22.4927891428571	734.09487	-0.00194419428571424
729.70002	24.2291248571429	734.09987	0.149964868571429
729.70504	22.997146	734.10488	0.0800434057142857
729.71006	22.2811142857143	734.10988	0.0310779885714286
729.71509	22.7817197142857	734.11488	0.104611211428571
729.72011	24.6364765714286	734.11989	-0.141779268571429
729.72513	23.326918	734.12489	-0.0635924457142857
729.72987	22.5731002857143	734.12989	-0.0482234285714285
729.7349	22.1299674285714	734.13489	-0.0828246057142856
729.73992	22.8836562857143	734.1399	-0.530784262857143
729.74494	24.3548874285714	734.1449	-0.606626902857143
729.74996	22.3155614285714	734.1499	-0.246657965714286
729.75499	22.91919	734.15491	-0.263963748571428
729.76001	25.9212742857143	734.15991	-0.422333748571428
729.76503	24.1386762857143	734.16491	-0.606286171428571
729.77006	22.3112397142857	734.16991	-0.322172697142857
729.77508	25.8612897142857	734.17492	-0.745381428571429
729.7801	23.7836365714286	734.17992	-0.279869748571429
729.78512	21.9756817142857	734.18492	0.321793931428571
729.78987	23.5565014285714	734.18992	0.417082228571428
729.79489	24.866902	734.19493	-0.0117473714285715
729.79991	20.5569605714286	734.19993	0.203175611428571
729.80493	21.0746782857143	734.20493	0.472346
729.80996	21.6733551428571	734.20993	-0.472334491428571
729.81498	19.1413465714286	734.21494	-0.51965872
729.82	22.672938	734.21994	-0.00367757714285707
729.82502	23.0263062857143	734.22494	0.27609824
729.83004	22.2028562857143	734.22994	-0.36118456
729.83507	16.3511808571429	734.23494	0.0297292571428572
729.84009	21.8952128571429	734.23995	0.411794548571429
729.84511	22.9566097142857	734.24495	0.480083771428571
729.85013	19.4552297142857	734.24995	0.251842468571429
729.85488	16.0242288571429	734.25495	0.194221897142857
729.8599	23.7653485714286	734.25996	0.310626114285714
729.86492	24.9817565714286	734.26496	0.323047142857143
729.86994	17.87347	734.26996	1.97742344
729.87497	17.4951422857143	734.27496	3.78970424
729.87999	24.7919717142857	734.27996	6.47566369142857
729.88501	24.5549871428571	734.28497	8.90960346285714
729.89003	16.5017085714286	734.28997	16.8395293142857
729.89505	18.0923434285714	734.29497	29.3308551885714
729.90007	24.5251782857143	734.29997	42.8655176685714
729.9051	22.6967485714286	734.30497	57.4978879657143
729.91012	17.5764557142857	734.30998	68.1479081942857
729.91486	16.7706025714286	734.31498	69.26495624
729.91988	26.1639105714286	734.31998	62.1293509485714
729.92491	24.2189722857143	734.32498	57.8461458628571
729.92993	19.875728	734.32998	53.7510394742857
729.93495	14.053724	734.33499	43.15099256
729.93997	21.0087611428571	734.33999	33.6317480685714
729.94499	26.3415171428571	734.34499	24.9568633828571
729.95001	25.0403777142857	734.34999	18.1076769714286
729.95504	19.2341108571429	734.35499	9.99135505142857
729.96006	12.5211588571429	734.36	6.35924929142857
729.96508	21.6319948571429	734.365	3.34466709714286
729.9701	28.8673017142857	734.37	1.94279377142857
729.97512	28.6142262857143	734.375	1.25907001142857
729.97986	16.8857951428571	734.38	0.720204868571429
729.98489	13.6357457142857	734.385	0.242105942857143
729.98991	19.2540045714286	734.39001	-0.121863074285714
729.99493	25.5462511428571	734.39501	-0.392204731428571
729.99995	21.5297457142857	734.40001	-0.329425737142857
730.00497	14.5827454285714	734.40501	0.365281142857143
730.00999	13.6479525714286	734.41001	0.456427451428571
730.01502	18.4608722857143	734.41501	0.213165028571429
730.02004	28.6734782857143	734.42001	-0.278683737142857
730.02506	29.0286034285714	734.42502	-0.0590001142857143
730.03008	19.7838842857143	734.43002	-0.264327245714286
730.0351	9.34955628571428	734.43502	-0.0452965599999999
730.04012	10.5950548571429	734.44002	-0.35648728
730.04486	22.3282497142857	734.44502	-0.0966445257142856
730.04989	27.8356585714286	734.45002	0.0941050742857143
730.05491	23.8064714285714	734.45502	0.367290251428572
730.05993	9.11223914285714	734.46003	-0.236832845714286
730.06495	11.6581594285714	734.46503	-0.306337805714286
730.06997	16.3199634285714	734.47003	-0.0639553257142857
730.07499	25.8019854285714	734.47503	0.0344432342857143
730.08001	26.2503128571429	734.48003	-0.168954468571429
730.08503	20.82454	734.48503	-0.0903674971428571
730.09005	9.739102	734.49003	0.238132777142857
730.09508	9.765044	734.49503	0.0193062971428572
730.1001	12.1928934285714	734.50003	-0.0775648685714286
730.10512	25.0348982857143	734.50504	-0.315654057142857
730.11014	30.696388	734.51004	-0.199631988571429
730.11488	25.1534768571429	734.51504	-0.29445976
730.1199	10.6316182857143	734.52004	0.0858473942857143
730.12492	7.41336685714285	734.52504	0.177186251428571
730.12994	12.6660005714286	734.53004	0.238834502857143
730.13496	16.3982334285714	734.53504	0.0484580685714286
730.13999	31.0035188571429	734.54004	0.29830832
730.14501	33.5873028571429	734.54504	-0.218617325714286
730.15003	25.6098111428571	734.55004	-0.325948994285714
730.15505	7.42760114285714	734.55505	-0.1061332
730.16007	7.000184	734.56005	0.634656491428571
730.16509	14.1278408571429	734.56505	0.312576971428571
730.17011	19.2287074285714	734.57005	-0.310357668571429
730.17513	27.2570731428571	734.57505	-0.394390205714286
730.17987	27.0292548571428	734.58005	0.224210994285714
730.18489	20.5826548571429	734.58505	0.223041542857143
730.18991	7.81658314285714	734.59005	-0.197838811428571
730.19493	3.800452	734.59505	-0.0117153485714285
730.19995	10.1452357142857	734.60005	0.0183881600000001
730.20497	16.6896645714286	734.60505	-0.173671497142857
730.21	31.9376428571429	734.61005	-0.2173456
730.21502	31.3463148571429	734.61505	-0.199006411428571
730.22004	22.9561282857143	734.62006	-0.199271577142857
730.22506	5.68913914285714	734.62506	-0.149151451428571
730.23008	3.306178	734.63006	-0.0785230171428571
730.2351	4.70975314285714	734.63506	-0.06691648
730.24012	11.91637	734.64006	0.224881211428571
730.24514	18.2104582857143	734.64506	0.350927874285714
730.24988	29.0979954285714	734.65006	0.419882171428571
730.2549	27.6805651428571	734.65506	0.496800834285714
730.25992	18.9392222857143	734.66006	0.416078445714286
730.26494	6.018562	734.66506	0.188402377142857
730.26996	7.07785028571428	734.67006	0.329036308571429
730.27498	5.85371628571428	734.67506	-0.0695360457142857
730.28	13.4514174285714	734.68006	-0.388235234285714
730.28502	22.2231285714286	734.68506	-0.432146217142857
730.29004	33.426862	734.69006	-0.0695645371428571
730.29506	28.0714231428571	734.69506	0.0320822514285714
730.30008	17.1605511428571	734.70006	0.414797085714286
730.3051	5.900902	734.70506	0.877214822857143
730.31012	4.05387085714286	734.71006	0.802844891428571
730.31486	5.72936	734.71506	1.26994581714286
730.31988	8.07962914285714	734.72006	1.38153145142857
730.3249	14.1070685714286	734.72506	2.47600046857143
730.32992	28.3100857142857	734.73006	2.43567724571428
730.33494	40.1861888571429	734.73506	5.10065672
730.33996	32.9022634285714	734.74006	7.76437262857143
730.34498	14.8733114285714	734.74506	13.5494514285714
730.35	5.46320942857143	734.75006	23.58663224
730.35502	6.21103	734.75506	32.3223403657143
730.36004	7.82863485714285	734.76006	41.8856997714286
730.36506	10.3292785714286	734.76506	49.5482905485714
730.37008	15.4913131428571	734.77006	55.67353376
730.3751	21.9621585714286	734.77506	47.1972506514285
730.38012	30.0360551428571	734.78006	43.61796728
730.38486	27.5854705714286	734.78506	42.5741763885714
730.38988	16.4421388571429	734.79006	38.1817422285714
730.3949	5.83194142857143	734.79506	30.7677133828571
730.39992	3.95672142857143	734.80006	24.5370072114286
730.40494	4.11451628571428	734.80506	16.9683465714286
730.40996	3.45465285714286	734.81006	5.83215148571428
730.41498	11.5079568571429	734.81506	4.43168174857143
730.42	18.754808	734.82006	4.08943259428571
730.42502	41.6160848571429	734.82506	3.12777148571429
730.43004	42.5488845714286	734.83006	1.24447016
730.43506	31.7993051428571	734.83506	1.40177260571429
730.44008	7.33421428571428	734.84006	0.518327771428571
730.4451	5.73804828571428	734.84506	-0.362265794285714
730.45012	3.96411942857143	734.85006	-0.0811357257142857
730.45514	4.70067828571429	734.85506	0.170436045714286
730.45988	4.14739685714286	734.86006	-0.00175658285714285
730.4649	9.71604085714286	734.86506	-0.268949302857143
730.46991	14.5149905714286	734.87006	0.354313862857143
730.47493	34.575524	734.87506	0.0720502400000001
730.47995	45.5094717142857	734.88006	-0.386216285714286
730.48497	41.4046277142857	734.88505	-0.648760857142857
730.48999	17.9328397142857	734.89005	-0.479902788571429
730.49501	8.17887971428571	734.89505	0.264455497142857
730.50003	3.445696	734.90005	0.339042594285714
730.50505	2.43162657142857	734.90505	0.0918502057142857
730.51007	4.73429657142857	734.91005	-0.693619668571428
730.51509	7.13435542857142	734.91505	-0.411062457142857
730.52011	19.031316	734.92005	-0.318879965714286
730.52513	26.4420182857143	734.92505	0.00977133714285716
730.52987	46.9387465714286	734.93005	-0.0559738514285714
730.53489	49.0302985714285	734.93505	0.184789897142857
730.5399	39.4440845714286	734.94005	-0.196318205714286
730.54492	14.4657034285714	734.94505	-0.370862662857143
730.54994	7.94630428571428	734.95004	-0.658012411428571
730.55496	4.22709942857143	734.95504	-0.407094468571428
730.55998	2.88254628571428	734.96004	-0.246873931428571
730.565	3.86491085714286	734.96504	0.322237657142857
730.57002	6.04025828571428	734.97004	0.47876096
730.57504	8.49043114285714	734.97504	0.430246331428571
730.58006	22.3032114285714	734.98004	0.0608612342857143
730.58507	32.1899022857143	734.98504	-0.10962016
730.59009	55.5803288571429	734.99004	-0.269843988571428
730.59511	51.9848371428571	734.99504	-0.0948854971428571
730.60013	35.79146	735	0.116704434285714
730.60487	7.94282371428571	735.00003	0.122751474285714
730.60989	6.75757457142857	735.00503	-0.20914072
730.61491	4.12530657142857	735.01003	-0.138106548571429
730.61993	3.49827314285714	735.01503	0.327353085714286
730.62494	3.04294714285714	735.02003	0.491631028571429
730.62996	3.03738628571428	735.02503	-0.239871691428571
730.63498	4.75048571428571	735.03003	-0.516162502857143
730.64	15.3908734285714	735.03503	-0.245022057142857
730.64502	24.6565911428571	735.04003	-0.0749552799999999
730.65004	42.5469202857143	735.04502	-0.288937942857143
730.65506	46.5684877142857	735.05002	-0.425124845714286
730.66007	37.9637854285714	735.05502	-0.540673462857143
730.66509	15.9345017142857	735.06002	-0.33129832
730.67011	8.21155571428571	735.06502	0.0729883657142857
730.67513	4.35612114285714	735.07002	0.0378951885714286
730.67987	3.17021685714286	735.07502	-0.111884354285714
730.68489	1.800082	735.08001	-0.00641481142857138
730.68991	1.709318	735.08501	0.00191192
730.69492	4.37345942857143	735.09001	0.131916697142857
730.69994	6.877148	735.09501	0.419528548571429
730.70496	14.3829665714286	735.10001	0.447747611428571
730.70998	22.4994194285714	735.10501	-0.12107944
730.715	31.673174	735.11001	-0.0541561257142857
730.72002	39.2562222857143	735.115	0.139714502857143
730.72503	36.2497565714286	735.12	0.407921462857143
730.73005	22.683566	735.125	0.455558548571428
730.73507	9.67864742857143	735.13	0.327982125714286
730.74009	6.320404	735.135	-0.310129325714286
730.74511	3.86852228571428	735.14	-0.302370331428571
730.75012	2.73534	735.14499	0.0351005257142857
730.75486	3.03882514285714	735.14999	0.465468765714286
730.75988	1.41985628571429	735.15499	-0.0383003200000001
730.7649	1.350978	735.15999	-0.0497483885714286
730.76992	4.25340028571428	735.16499	-0.159583805714286
730.77494	9.53214314285714	735.16998	0.273020925714286
730.77995	23.643738	735.17498	0.0111259314285714
730.78497	32.1013582857143	735.17998	0.287747291428571
730.78999	60.1354834285714	735.18498	-0.135618742857143
730.79501	61.1847582857143	735.18998	-0.398812342857143
730.80002	43.8038582857143	735.19497	-0.886410777142857
730.80504	11.0272108571429	735.19997	-0.408153142857143
730.81006	9.35076657142857	735.20497	-0.0771128799999999
730.81508	5.85605314285714	735.20997	-0.0975472342857142
730.8201	2.72979571428571	735.21497	-0.4484944
730.82511	1.63761028571429	735.21996	0.0158880800000001
730.83013	1.57387514285714	735.22496	0.494902365714286
730.83487	1.92665771428571	735.22996	-0.0700930171428572
730.83989	3.431258	735.23496	-0.397256902857143
730.8449	7.13325828571428	735.23996	1.03950590857143
730.84992	9.719226	735.24495	2.27899194285714
730.85494	21.5547431428571	735.24995	4.14907136
730.85996	31.4473702857143	735.25495	4.99935028571428
730.86498	60.5396897142857	735.25995	7.09888708571428
730.86999	69.989292	735.26494	9.83507648
730.87501	58.6819025714286	735.26994	16.7965386285714
730.88003	24.3623491428571	735.27494	27.0108529485714
730.88504	11.1871171428571	735.27994	33.4192838857143
730.89006	4.45186885714285	735.28494	34.0087303657143
730.89508	2.51505171428571	735.28993	33.4935745828571
730.9001	1.07688428571429	735.29493	33.2131639657143
730.90511	0.955925142857142	735.29993	30.5153818742857
730.91013	1.33173571428571	735.30493	30.1521545942857
730.91487	1.61586371428571	735.30992	29.7992581485714
730.91989	3.54211828571428	735.31492	24.3306866514286
730.9249	7.34549828571428	735.31992	16.0425900114286
730.92992	12.525176	735.32492	11.2643386742857
730.93494	21.361856	735.32991	7.36893453714286
730.93996	31.8608302857143	735.33491	4.45329357714286
730.94497	45.68717	735.33991	2.90632214857143
730.94999	58.8937531428571	735.34491	1.56357230857143
730.95501	55.5430417142857	735.3499	0.490121291428571
730.96002	34.751422	735.3549	0.332827382857143
730.96504	16.5623554285714	735.3599	1.28889652571429
730.97006	10.7689631428571	735.36489	1.09415408
730.97508	6.37023542857143	735.36989	0.638751954285714
730.98009	2.24901628571428	735.37489	-0.205560845714286
730.98511	1.886652	735.37989	-0.236398205714286
730.99013	1.08993714285714	735.38488	-0.254061588571429
730.99487	0.560724285714285	735.38988	0.29960576
730.99988	1.54591657142857	735.39488	0.510525885714286
731.0049	2.46907657142857	735.39988	0.622674217142857
731.00992	3.41959114285714	735.40487	0.230683108571429
731.01493	6.90027514285714	735.40987	-0.0316729942857143
731.01995	13.4841937142857	735.41487	0.21794528
731.02497	26.7451002857143	735.41986	0.195255988571429
731.02998	42.5254294285714	735.42514	-0.342062902857143
731.035	69.0401648571428	735.43013	-0.639190514285714
731.04002	72.4723797142857	735.43513	-0.122945988571429
731.04503	60.5699851428571	735.44013	0.408199828571429
731.05005	34.5296137142857	735.44513	0.137378617142857
731.05507	21.9610714285714	735.45012	-0.357578388571429
731.06008	8.64423114285714	735.45512	-0.36728992
731.0651	3.67637771428571	735.46012	0.215180788571429
731.07012	1.91509171428571	735.46511	0.37242872
731.07513	0.729655142857143	735.47011	0.331374834285714
731.07987	0.238983714285714	735.47511	0.257282754285714
731.08489	0.441634571428571	735.4801	0.164273977142857
731.0899	1.94014485714286	735.4851	0.187575988571429
731.09492	2.95093257142857	735.4901	0.414382057142857
731.09994	4.42897	735.49509	0.30683744
731.10495	5.82411428571428	735.50009	-0.237379154285714
731.10997	8.52179171428571	735.50509	-0.33458032
731.11499	16.057442	735.51008	-0.274890742857143
731.12	32.0960814285714	735.51508	0.186138491428571
731.12502	45.9833622857143	735.52008	0.377046045714286
731.13003	73.7366611428571	735.52507	0.873071977142857
731.13505	82.2781711428571	735.53007	0.296834857142857
731.14007	71.8507131428571	735.53507	-0.286765977142857
731.14508	37.7175217142857	735.54006	-0.44550496
731.1501	21.7888128571428	735.54506	0.1370816
731.15512	10.0591871428571	735.55006	0.852003714285714
731.16013	7.14680771428571	735.55505	0.677012411428571
731.16487	3.77833371428571	735.56005	-0.155208228571429
731.16989	1.66617457142857	735.56505	-0.292264
731.1749	0.710348857142857	735.57004	-0.431369337142857
731.17992	1.20738485714286	735.57504	-0.0676973714285712
731.18493	1.19266971428571	735.58003	-0.807359131428571
731.18995	1.49572485714286	735.58503	-0.244277268571429
731.19497	2.33446028571429	735.59003	-0.250440331428571
731.19998	3.97433457142857	735.59502	0.34910024
731.205	5.27402714285714	735.60002	0.0370481257142857
731.21001	8.80302742857143	735.60502	-0.0331017485714286
731.21503	12.2671134285714	735.61001	0.19366568
731.22005	17.4276071428571	735.61501	0.587303737142857
731.22506	39.1313554285714	735.62	7.27485714285638E-4
731.23008	59.946526	735.625	-0.755809531428571
731.23509	86.4773974285714	735.63	-0.849358617142857
731.24011	80.4102768571429	735.63499	-0.231458902857143
731.24512	63.6630094285714	735.63999	-0.314743154285714
731.24986	32.2376471428571	735.64498	-0.0580336685714285
731.25488	19.9680337142857	735.64998	0.0310234742857143
731.25989	9.42644857142857	735.65498	0.0954018628571429
731.26491	4.81385971428571	735.65997	-0.12706144
731.26992	3.22905542857143	735.66497	-0.279091805714286
731.27494	1.87324514285714	735.66996	-0.0612955771428571
731.27996	1.44597085714286	735.67496	0.0309408114285715
731.28497	-0.401976285714286	735.67996	0.0722479314285715
731.28999	-1.14157885714286	735.68495	-0.538482228571429
731.295	-0.305963142857143	735.68995	-0.203338171428571
731.30002	0.871426	735.69494	0.133860971428571
731.30503	1.55652857142857	735.69994	0.343152217142857
731.31005	2.32243371428571	735.70494	0.0391504571428572
731.31506	3.50924857142857	735.70993	0.0423400228571429
731.32008	6.84833028571428	735.71493	0.105983428571429
731.3251	11.74852	735.71992	0.128939222857143
731.33011	17.9136645714286	735.72492	-0.245612971428571
731.33513	36.9667091428571	735.72991	-0.133616182857143
731.33986	54.9131402857143	735.73491	0.141493382857143
731.34488	77.5430745714285	735.73991	0.321371154285714
731.34989	78.3586837142857	735.7449	-0.283251382857143
731.35491	65.2667028571428	735.7499	-0.252518251428571
731.35992	39.1672608571429	735.75489	-0.496558068571429
731.36494	24.8459994285714	735.75989	0.0376527542857143
731.36995	14.7003722857143	735.76488	0.222856468571429
731.37497	6.56784142857143	735.76988	0.211867417142857
731.37998	3.28203257142857	735.77487	-0.234972845714286
731.385	0.893203714285714	735.77987	0.0786917257142857
731.39002	0.0253465714285714	735.78487	-0.0500587085714285
731.39503	-0.180897428571429	735.79014	-0.211770674285714
731.40005	-0.670613428571428	735.79513	-0.362707394285714
731.40506	-0.690400857142857	735.80013	-0.568961611428571
731.41008	-0.110485142857143	735.80512	-0.157582205714286
731.41509	1.19945628571429	735.81012	0.295667188571428
731.42011	1.12006028571429	735.81511	0.539489257142857
731.42512	0.439767428571428	735.82011	0.168645954285714
731.43014	2.69589085714286	735.82511	0.329518605714286
731.43487	3.975094	735.8301	-0.2380684
731.43989	7.21344171428571	735.8351	0.711878171428571
731.4449	11.1974591428571	735.84009	1.98477179428571
731.44992	21.988824	735.84509	3.57755877714286
731.45493	34.823318	735.85008	4.61511038857143
731.45995	53.3483962857143	735.85508	5.55111957714286
731.46496	67.4913077142857	735.86007	7.22821965714286
731.46998	84.6250368571428	735.86507	10.3840804914286
731.47499	81.2075568571428	735.87006	16.5338042171429
731.48	61.1370171428571	735.87506	24.4876132914286
731.48502	31.4897311428571	735.88005	30.9220309485714
731.49003	17.6419511428571	735.88505	33.8123984685714
731.49505	10.160674	735.89004	35.0612259542857
731.50006	4.82141514285714	735.89504	34.5325132571429
731.50508	1.74950085714286	735.90003	33.9348985485714
731.51009	0.584817714285714	735.90503	29.5299869942857
731.51511	1.50376085714286	735.91002	24.8250815428571
731.52012	0.906603428571428	735.91502	20.9719861485714
731.52514	0.483441142857143	735.92001	17.9594785828571
731.52987	0.298238285714286	735.92501	13.6850778285714
731.53489	-0.144895714285714	735.93	8.42130193142857
731.5399	-0.530634285714286	735.935	5.76501676571428
731.54492	-0.419247428571429	735.93999	2.83592078857143
731.54993	0.176105142857143	735.94498	1.92945978285714
731.55494	1.09859085714286	735.94998	1.23421626285714
731.55996	1.611986	735.95497	1.04904995428571
731.56497	2.63401	735.95997	0.329718834285714
731.56999	3.56338371428571	735.96496	0.136061257142857
731.575	8.685234	735.96996	0.3356744
731.58002	15.8319757142857	735.97495	0.508236217142857
731.58503	26.5110705714286	735.97995	-0.00536141714285721
731.59004	42.0135951428571	735.98494	0.0646442857142857
731.59506	56.008148	735.98994	0.231762457142857
731.60007	82.7077354285714	735.99493	0.198146171428571
731.60509	90.4473888571428	735.99493	0.100061154285714
731.6101	76.080772	735.99992	0.163448445714286
731.61512	41.6288805714286	736.00492	0.07396064
731.62013	28.2186471428571	736.00991	0.253093691428571
731.62486	16.8490402857143	736.01491	0.280833097142857
731.62988	9.44001142857143	736.0199	0.584808834285714
731.63489	3.41986771428571	736.0249	0.394436822857143
731.63991	1.89956057142857	736.02989	0.187350937142857
731.64492	0.157972857142857	736.03489	0.520408742857143
731.64993	0.449907142857143	736.03988	1.10905705142857
731.65495	0.351582285714286	736.04487	0.813107874285714
731.65996	-0.503913714285714	736.04987	0.175431062857143
731.66498	-0.912881428571429	736.05486	-0.0465134285714286
731.66999	-0.812223142857143	736.06013	0.122219154285714
731.675	-0.0212179999999998	736.06513	0.129477474285714
731.68002	-0.701404857142857	736.07012	0.275511577142857
731.68503	-0.710812857142857	736.07512	0.572288857142857
731.69005	-0.970348285714286	736.08011	0.336647222857143
