	NH3		He		Ne		Ar
4.44E-4	0.214254002114537	3.44E-4	0.995878324213017	5.44E-4	0.98286737317619	7.44E-4	0.97470941846143
4.42E-4	0.219185499108752	3.42E-4	0.998833374808437	5.42E-4	0.980683280339182	7.42E-4	0.979980823227158
4.4E-4	0.223471584896803	3.4E-4	0.999256534426925	5.4E-4	0.987747589550996	7.4E-4	0.981215585817179
4.38E-4	0.223387000233653	3.38E-4	0.996289176224773	5.38E-4	0.988515812696843	7.38E-4	0.99046935568099
4.36E-4	0.227191896173743	3.36E-4	1	5.36E-4	0.991702210829639	7.36E-4	0.995355723866769
4.34E-4	0.227328781839685	3.34E-4	0.997121204034689	5.34E-4	0.983324591284727	7.34E-4	0.994904120523185
4.32E-4	0.231158796677059	3.32E-4	0.991739826012055	5.32E-4	0.990491174696279	7.32E-4	0.993333147936143
4.3E-4	0.235154024116036	3.3E-4	0.984139681064073	5.3E-4	0.99022150353009	7.3E-4	1
4.28E-4	0.23708576718785	3.28E-4	0.978474218878301	5.28E-4	0.997684100410117	7.28E-4	0.996926476262261
4.26E-4	0.241018692023303	3.26E-4	0.969490943292105	5.26E-4	0.995504060352222	7.26E-4	0.992039399880533
4.24E-4	0.245711828073732	3.24E-4	0.961205927394383	5.24E-4	0.995176224965832	7.24E-4	0.982684549303124
4.22E-4	0.249842131133243	3.22E-4	0.945911930438876	5.22E-4	0.994115393989517	7.22E-4	0.981100799117076
4.2E-4	0.253687880363816	3.2E-4	0.932607520453272	5.2E-4	1	7.2E-4	0.984507471924367
4.18E-4	0.255969823227786	3.18E-4	0.921543466802511	5.18E-4	0.994137774748553	7.18E-4	0.983208025487187
4.16E-4	0.257813110543244	3.16E-4	0.904617891887785	5.16E-4	0.993700073712055	7.16E-4	0.988450375572399
4.14E-4	0.259839038039425	3.14E-4	0.887251487333097	5.14E-4	0.990268697547219	7.14E-4	0.983592356521894
4.12E-4	0.262394216842074	3.12E-4	0.87519239210604	5.12E-4	0.988036283622197	7.12E-4	0.984612257870226
4.1E-4	0.266728475448844	3.1E-4	0.858289178187651	5.1E-4	0.987708949434366	7.1E-4	0.977208682935804
4.08E-4	0.272367274985918	3.08E-4	0.842334308681612	5.08E-4	0.984730806846255	7.08E-4	0.971984506559104
4.06E-4	0.275258205623876	3.06E-4	0.825503973074985	5.06E-4	0.985365901592794	7.06E-4	0.963384711694621
4.04E-4	0.274354911262183	3.04E-4	0.807751293484077	5.04E-4	0.984490599964144	7.04E-4	0.96091436790296
4.02E-4	0.275647541363087	3.02E-4	0.793919917454278	5.02E-4	0.982455717353997	7.02E-4	0.953481112264014
4E-4	0.279531181938092	3E-4	0.777842324671353	5E-4	0.981469633972305	7E-4	0.950031168117162
3.98E-4	0.284550239289679	2.98E-4	0.755188187699756	4.98E-4	0.973611719694399	6.98E-4	0.941166862429084
3.96E-4	0.281331741890447	2.96E-4	0.730916387734453	4.96E-4	0.965449882554509	6.96E-4	0.931212473246629
3.94E-4	0.280684665191112	2.94E-4	0.706589562474676	4.94E-4	0.961930714026578	6.94E-4	0.925160985243561
3.92E-4	0.282285629535223	2.92E-4	0.675910942844136	4.92E-4	0.953375461095751	6.92E-4	0.922275257194542
3.9E-4	0.280841356084792	2.9E-4	0.647543122468112	4.9E-4	0.953279302768007	6.9E-4	0.91868434028113
3.88E-4	0.287141629016992	2.88E-4	0.6232459288743	4.88E-4	0.949974524269652	6.88E-4	0.907555968868959
3.86E-4	0.290853880328285	2.86E-4	0.596832284867141	4.86E-4	0.941646077478056	6.86E-4	0.901113844346183
3.84E-4	0.290640451306608	2.84E-4	0.567452077460557	4.84E-4	0.936191120868836	6.84E-4	0.90571633929457
3.82E-4	0.296235751422362	2.82E-4	0.543321311278976	4.82E-4	0.929411985931108	6.82E-4	0.901827721773136
3.8E-4	0.300736322681116	2.8E-4	0.51650737075013	4.8E-4	0.931128456876396	6.8E-4	0.893843864710557
3.78E-4	0.307312664265201	2.78E-4	0.495746424742893	4.78E-4	0.924560614781893	6.78E-4	0.880052117390773
3.76E-4	0.313950351383444	2.76E-4	0.473380947740287	4.76E-4	0.915793439238777	6.76E-4	0.876441130598865
3.74E-4	0.322344059081507	2.74E-4	0.449262039414525	4.74E-4	0.906997575166736	6.74E-4	0.865970692240918
3.72E-4	0.332310356265814	2.72E-4	0.424634361292822	4.72E-4	0.90113061224681	6.72E-4	0.855803282139121
3.7E-4	0.340967044942607	2.7E-4	0.404902202292019	4.7E-4	0.896455116097935	6.7E-4	0.853655587324278
3.68E-4	0.349701723283117	2.68E-4	0.38023803425813	4.68E-4	0.893230116837634	6.68E-4	0.850254134582933
3.66E-4	0.35896762265073	2.66E-4	0.357215322771088	4.66E-4	0.885599281318059	6.66E-4	0.844415527560152
3.64E-4	0.371389752362903	2.64E-4	0.339746031321915	4.64E-4	0.877296934969913	6.64E-4	0.838481511972468
3.62E-4	0.377743918140134	2.62E-4	0.317164475407682	4.62E-4	0.867064024604263	6.62E-4	0.833064994126279
3.6E-4	0.393546422153141	2.6E-4	0.295877896221305	4.6E-4	0.863436426318845	6.6E-4	0.827149419602958
3.58E-4	0.404352746366556	2.58E-4	0.276164278975782	4.58E-4	0.848015172029927	6.58E-4	0.818167555397218
3.56E-4	0.415885496637507	2.56E-4	0.259364931571276	4.56E-4	0.838696851225515	6.56E-4	0.806738894458291
3.54E-4	0.429352137052363	2.54E-4	0.244586794361592	4.54E-4	0.83336179253176	6.54E-4	0.792502980857908
3.52E-4	0.439180384296729	2.52E-4	0.229511969493278	4.52E-4	0.824288624764172	6.52E-4	0.77728619767041
3.5E-4	0.449818982938599	2.5E-4	0.214424119601792	4.5E-4	0.814853760828815	6.5E-4	0.772128637232535
3.48E-4	0.459409559201151	2.48E-4	0.20139725736903	4.48E-4	0.804008202001778	6.48E-4	0.762996570679087
3.46E-4	0.469818340604237	2.46E-4	0.186726722155008	4.46E-4	0.792114916201634	6.46E-4	0.7490005095575
3.44E-4	0.477780997851256	2.44E-4	0.17274795619573	4.44E-4	0.781922757722043	6.44E-4	0.742375513995166
3.42E-4	0.486773914050205	2.42E-4	0.159658999658435	4.42E-4	0.766732838885206	6.42E-4	0.739388675160707
3.4E-4	0.493431075261582	2.4E-4	0.151835808756584	4.4E-4	0.759178016637367	6.4E-4	0.723273898313911
3.38E-4	0.499636242445305	2.38E-4	0.140699544137013	4.38E-4	0.748824960118957	6.38E-4	0.712553607179921
3.36E-4	0.505844954694088	2.36E-4	0.135339567520709	4.36E-4	0.735377425605794	6.36E-4	0.700921413940932
3.34E-4	0.509986874372056	2.34E-4	0.129433595571302	4.34E-4	0.717872162126467	6.34E-4	0.680472137827251
3.32E-4	0.515352349982135	2.32E-4	0.122025899403442	4.32E-4	0.70686720667934	6.32E-4	0.663443920002558
3.3E-4	0.524139080090672	2.3E-4	0.115243331968814	4.3E-4	0.696356051763326	6.3E-4	0.65557793021938
3.28E-4	0.530989303384845	2.28E-4	0.108048088026823	4.28E-4	0.687096241357266	6.28E-4	0.644355998333946
3.26E-4	0.532310120779237	2.26E-4	0.0978539209250815	4.26E-4	0.680981446949951	6.26E-4	0.627459625335587
3.24E-4	0.535981778836952	2.24E-4	0.0896026691212554	4.24E-4	0.674360223976071	6.24E-4	0.615132248739466
3.22E-4	0.543956473003772	2.22E-4	0.0844496034171868	4.22E-4	0.656776116344599	6.22E-4	0.608154580640455
3.2E-4	0.546439407701331	2.2E-4	0.0784558644888776	4.2E-4	0.644212095862874	6.2E-4	0.601475252335611
3.18E-4	0.550931997948242	2.18E-4	0.0750142780892903	4.18E-4	0.631183121860732	6.18E-4	0.594916641277892
3.16E-4	0.559321099614958	2.16E-4	0.0690054629458909	4.16E-4	0.617638898628402	6.16E-4	0.58457224443324
3.14E-4	0.55980927569612	2.14E-4	0.0640491751020949	4.14E-4	0.60527393746081	6.14E-4	0.578398992884782
3.12E-4	0.56250665540547	2.12E-4	0.0616256103654665	4.12E-4	0.595328734595651	6.12E-4	0.56870837141376
3.1E-4	0.573501761894878	2.1E-4	0.0600959278457843	4.1E-4	0.582222230359636	6.1E-4	0.563709053651055
3.08E-4	0.575467277161566	2.08E-4	0.0558091197289136	4.08E-4	0.569617285991258	6.08E-4	0.552599283533947
3.06E-4	0.58392024342086	2.06E-4	0.0537216090570497	4.06E-4	0.55870740775635	6.06E-4	0.545022688137918
3.04E-4	0.593189613220585	2.04E-4	0.0513036989822103	4.04E-4	0.547411589715579	6.04E-4	0.531029012378987
3.02E-4	0.601730879881858	2.02E-4	0.0488970317697862	4.02E-4	0.529340733142224	6.02E-4	0.52030650452219
3E-4	0.613533868400183	2E-4	0.0454413665278326	4E-4	0.511417374757343	6E-4	0.517575373602706
2.98E-4	0.629399148543131	1.98E-4	0.0433858063793761	3.98E-4	0.493582182800399	5.98E-4	0.510582611917437
2.96E-4	0.641200007665589	1.96E-4	0.0397087070944723	3.96E-4	0.474842225126661	5.96E-4	0.498277560677788
2.94E-4	0.65041307515446	1.94E-4	0.0371500491099739	3.94E-4	0.462424693361217	5.94E-4	0.486584119914135
2.92E-4	0.662872678070153	1.92E-4	0.0342959689603089	3.92E-4	0.451296489502687	5.92E-4	0.472868532360288
2.9E-4	0.67574994621395	1.9E-4	0.0315657200771305	3.9E-4	0.444819847390308	5.9E-4	0.459833301110537
2.88E-4	0.697804475511087	1.88E-4	0.0287765365261518	3.88E-4	0.427904131283266	5.88E-4	0.452337092719278
2.86E-4	0.713885126703596	1.86E-4	0.0259446835400601	3.86E-4	0.41331288647404	5.86E-4	0.453508814900849
2.84E-4	0.728681342689366	1.84E-4	0.0225472350942565	3.84E-4	0.403169818829231	5.84E-4	0.44323169484386
2.82E-4	0.746653192015125	1.82E-4	0.0204186682638354	3.82E-4	0.39393523972044	5.82E-4	0.424198263680519
2.8E-4	0.762418829119119	1.8E-4	0.0179520762943002	3.8E-4	0.385203681428577	5.8E-4	0.417660182261969
2.78E-4	0.775658177245682	1.78E-4	0.0151024208196132	3.78E-4	0.367995916531114	5.78E-4	0.410092269761505
2.76E-4	0.789740870032323	1.76E-4	0.0128290683360071	3.76E-4	0.355531524474554	5.76E-4	0.401140931927431
2.74E-4	0.806059182779328	1.74E-4	0.0114230714145003	3.74E-4	0.343231578859015	5.74E-4	0.393627878106403
2.72E-4	0.819443467110159	1.72E-4	0.0100720151177588	3.72E-4	0.337141785079648	5.72E-4	0.386354592307136
2.7E-4	0.833540222315545	1.7E-4	0.00896151091950708	3.7E-4	0.325523725536081	5.7E-4	0.377332534781789
2.68E-4	0.843778576827147	1.68E-4	0.00781117053481504	3.68E-4	0.315268133862064	5.68E-4	0.373557425313963
2.66E-4	0.858559571226638	1.66E-4	0.00690532348688155	3.66E-4	0.297674529733708	5.66E-4	0.362963049830369
2.64E-4	0.872695115925075	1.64E-4	0.00580051674048859	3.64E-4	0.287568669360635	5.64E-4	0.352438708418787
2.62E-4	0.88482468290731	1.62E-4	0.00475703407742684	3.62E-4	0.278034031732425	5.62E-4	0.34350240000554
2.6E-4	0.899995675118826	1.6E-4	0.00361603103154078	3.6E-4	0.268510955936242	5.6E-4	0.334614434101158
2.58E-4	0.909698041325531	1.58E-4	0.00314284208647083	3.58E-4	0.254579303561383	5.58E-4	0.32715238620174
2.56E-4	0.916860956052296	1.56E-4	0.0028074316935594	3.56E-4	0.246903262753045	5.56E-4	0.322633841266199
2.54E-4	0.92083291352709	1.54E-4	0.00285007791278437	3.54E-4	0.234983522298371	5.54E-4	0.310762453563708
2.52E-4	0.930467888145185	1.52E-4	0.00289452268045075	3.52E-4	0.228753215958245	5.52E-4	0.302979793801989
2.5E-4	0.933603962290741	1.5E-4	0.00256100187867544	3.5E-4	0.222028733999006	5.5E-4	0.295818600030041
2.48E-4	0.933392788755332	1.48E-4	0.00280387101375483	3.48E-4	0.21461016940327	5.48E-4	0.288039676303627
2.46E-4	0.944624408630243	1.46E-4	0.00305219315105536	3.46E-4	0.205007413006508	5.46E-4	0.282736191394533
2.44E-4	0.950944053329878	1.44E-4	0.00323934688803299	3.44E-4	0.194126922731907	5.44E-4	0.275691445493738
2.42E-4	0.951621798082629	1.42E-4	0.00418447430675524	3.42E-4	0.185834186582596	5.42E-4	0.276532546649601
2.4E-4	0.953524155020116	1.4E-4	0.00433868834144137	3.4E-4	0.180210624757674	5.4E-4	0.26873642741718
2.38E-4	0.955772370665384	1.38E-4	0.00391637086788426	3.38E-4	0.17112767128577	5.38E-4	0.259547882144903
2.36E-4	0.95534423266696	1.36E-4	0.00338786938863797	3.36E-4	0.165691746898897	5.36E-4	0.25132664278881
2.34E-4	0.956843598392463	1.34E-4	0.00288014658368731	3.34E-4	0.158957769161171	5.34E-4	0.247229124918736
2.32E-4	0.955556736436477	1.32E-4	0.00295480887705969	3.32E-4	0.154616583902366	5.32E-4	0.233576128249883
2.3E-4	0.960154851977109	1.3E-4	0.00233097249488159	3.3E-4	0.149707835042211	5.3E-4	0.221626260772451
2.28E-4	0.962906871253779	1.28E-4	0.00207508562004803	3.28E-4	0.147298831925781	5.28E-4	0.212672521488671
2.26E-4	0.96651807858711	1.26E-4	0.00238972507729176	3.26E-4	0.139546774928598	5.26E-4	0.209037991934249
2.24E-4	0.969841725758492	1.24E-4	0.0022991002681895	3.24E-4	0.132354183049619	5.24E-4	0.203059497106958
2.22E-4	0.974989376662619	1.22E-4	0.00278483216535853	3.22E-4	0.12546034106177	5.22E-4	0.198478703410497
2.2E-4	0.980554933977117	1.2E-4	0.00276316992170717	3.2E-4	0.122711505315707	5.2E-4	0.194441883637371
2.18E-4	0.984845626778526	1.18E-4	0.00304162992235591	3.18E-4	0.117236108129895	5.18E-4	0.193714594361043
2.16E-4	0.992626515871906	1.16E-4	0.00308277939967359	3.16E-4	0.110406327603441	5.16E-4	0.187062056118368
2.14E-4	0.992828466149679	1.14E-4	0.0028160411460126	3.14E-4	0.108027738747311	5.14E-4	0.178743511296168
2.12E-4	0.994512375392498	1.12E-4	0.00293904756568371	3.12E-4	0.108015402879936	5.12E-4	0.173392306977326
2.1E-4	0.997992409622901	1.1E-4	0.00325168180756881	3.1E-4	0.101107432569909	5.1E-4	0.16526632326774
2.08E-4	0.995995976478819	1.08E-4	0.00334928139753867	3.08E-4	0.0976644746757565	5.08E-4	0.16371547905757
2.06E-4	0.995305074330023	1.06E-4	0.00291759244416392	3.06E-4	0.0920914978115866	5.06E-4	0.15845307883706
2.04E-4	1	1.04E-4	0.00305510242037265	3.04E-4	0.0867529288557374	5.04E-4	0.152604687412583
2.02E-4	0.996714163844432	1.02E-4	0.00316443741373585	3.02E-4	0.0837600281546063	5.02E-4	0.148630233031497
2E-4	0.991549961905524	1E-4	0.0024972624326371	3E-4	0.0820047084322927	5E-4	0.141890222716779
1.98E-4	0.986881378327578	9.8E-5	0.00226096749056805	2.98E-4	0.0766758469195187	4.98E-4	0.138403671383565
1.96E-4	0.976562978210922	9.6E-5	0.00147216037928309	2.96E-4	0.0763330832046095	4.96E-4	0.130744384238174
1.94E-4	0.973122702327084	9.4E-5	0.00100031294832448	2.94E-4	0.0733230695431107	4.94E-4	0.130654049401889
1.92E-4	0.965708703702816	9.2E-5	3.80448303720617E-4	2.92E-4	0.0691014090274782	4.92E-4	0.123860287763669
1.9E-4	0.952292951960403	9E-5	4.31249217143113E-4	2.9E-4	0.0686818366713841	4.9E-4	0.12759013146296
1.88E-4	0.943935657481584	8.8E-5	6.71744869162738E-4	2.88E-4	0.0655634885156092	4.88E-4	0.129894876500166
1.86E-4	0.931285512130725	8.6E-5	9.29784448522051E-4	2.86E-4	0.0634287110654975	4.86E-4	0.125036690455077
1.84E-4	0.919829575268941	8.4E-5	0.00111805254808728	2.84E-4	0.0618848048328231	4.84E-4	0.117920989772697
1.82E-4	0.904502133738811	8.2E-5	0.00116394944674088	2.82E-4	0.0600348308573704	4.82E-4	0.118938600361224
1.8E-4	0.892998043502154	8E-5	7.49536299969841E-4	2.8E-4	0.0580713267330146	4.8E-4	0.113044109657766
1.78E-4	0.8757951561046	7.8E-5	5.07904890331441E-4	2.78E-4	0.0544688939792972	4.78E-4	0.102310573303384
1.76E-4	0.856524252745081	7.6E-5	8.7645983159774E-4	2.76E-4	0.0524372429166941	4.76E-4	0.0967130648661878
1.74E-4	0.840016445959435	7.4E-5	0.00112584443715055	2.74E-4	0.0506808318471968	4.74E-4	0.0939201535384208
1.72E-4	0.811823335816948	7.2E-5	9.61461388640088E-4	2.72E-4	0.0497630446117193	4.72E-4	0.0978638611734932
1.7E-4	0.785163349650263	7E-5	8.21807356963901E-4	2.7E-4	0.0469482718118429	4.7E-4	0.0949258069676566
1.68E-4	0.757304556426451	6.8E-5	4.56637383103708E-4	2.68E-4	0.047592588716375	4.68E-4	0.092864255671928
1.66E-4	0.730153968411373	6.6E-5	0	2.66E-4	0.045840913464952	4.66E-4	0.092122336317576
1.64E-4	0.699444289251005	6.4E-5	7.64531031865291E-5	2.64E-4	0.0423938754710023	4.64E-4	0.0872160518115297
1.62E-4	0.667923627062705			2.62E-4	0.0391418484095067	4.62E-4	0.0878422149466161
1.6E-4	0.639829338800335			2.6E-4	0.040054465330014	4.6E-4	0.088869729401475
1.58E-4	0.61486478029368			2.58E-4	0.0389996875949279	4.58E-4	0.090443368874599
1.56E-4	0.584667040148924			2.56E-4	0.0388997211551713	4.56E-4	0.0917074630983733
1.54E-4	0.55652097390361			2.54E-4	0.038249436432825	4.54E-4	0.0905338981265785
1.52E-4	0.527233283188009			2.52E-4	0.0380560210285291	4.52E-4	0.089940853755228
1.5E-4	0.492948425357467			2.5E-4	0.0363671507481024	4.5E-4	0.0903151622815903
1.48E-4	0.459731051036813			2.48E-4	0.033150663242607	4.48E-4	0.088693064491105
1.46E-4	0.428387550774404			2.46E-4	0.0331279268792452	4.46E-4	0.0855770940580835
1.44E-4	0.397681281750582			2.44E-4	0.0309598476660308	4.44E-4	0.0788690884786682
1.42E-4	0.365945644263752			2.42E-4	0.0275485147196094	4.42E-4	0.075660911169944
1.4E-4	0.337338861166707			2.4E-4	0.0271607711823545	4.4E-4	0.0750258268498468
1.38E-4	0.308754310635858			2.38E-4	0.0267276763267187	4.38E-4	0.0720428000071716
1.36E-4	0.280254538813823			2.36E-4	0.0275707759424687	4.36E-4	0.0723923415097122
1.34E-4	0.253397648931513			2.34E-4	0.0265916597932915	4.34E-4	0.0735638471558761
1.32E-4	0.225440537796389			2.32E-4	0.0272656082367503	4.32E-4	0.0741960496997858
1.3E-4	0.196089557554719			2.3E-4	0.0256380591853903	4.3E-4	0.0770445287255796
1.28E-4	0.173794668918396			2.28E-4	0.0239236284314951	4.28E-4	0.0834894800909505
1.26E-4	0.153060683623376			2.26E-4	0.020119350546045	4.26E-4	0.087360071886467
1.24E-4	0.131690934412817			2.24E-4	0.0186832865781016	4.24E-4	0.0855197562358174
1.22E-4	0.117946899040019			2.22E-4	0.0171946616997273	4.22E-4	0.0860000417897832
1.2E-4	0.100979508841449			2.2E-4	0.0165483697380572	4.2E-4	0.0847073730291827
1.18E-4	0.0835146493847908			2.18E-4	0.0158047521695399	4.18E-4	0.0865873046021635
1.16E-4	0.0759023001477029			2.16E-4	0.0155779076289636	4.16E-4	0.0886492126465912
1.14E-4	0.0653800898216331			2.14E-4	0.0150806354983473	4.14E-4	0.0860555226542654
1.12E-4	0.0543182243560554			2.12E-4	0.0147734074427031	4.12E-4	0.0860969578760643
1.1E-4	0.0441651725551266			2.1E-4	0.0145913287523189	4.1E-4	0.0832529591859932
1.08E-4	0.0383901841881693			2.08E-4	0.0140018879851337	4.08E-4	0.0841607620173631
1.06E-4	0.0298587877343589			2.06E-4	0.0134284540061287	4.06E-4	0.0857845892574662
1.04E-4	0.0222499969177033			2.04E-4	0.0140017503367669	4.04E-4	0.0758110094088073
1.02E-4	0.0175347848338682			2.02E-4	0.0135533299032843	4.02E-4	0.0795676081626312
1E-4	0.0121467667344541			2E-4	0.0130357248678828	4E-4	0.0771765798500413
9.8E-5	0.0110500432137014			1.98E-4	0.0137792029376204	3.98E-4	0.0767406401776591
9.6E-5	0.00797117168804254			1.96E-4	0.0144289122928102	3.96E-4	0.072861635036131
9.4E-5	0.0051963184607334			1.94E-4	0.0142805059037157	3.94E-4	0.0685592229506912
9.2E-5	0.00223563331573148			1.92E-4	0.0159366739958448	3.92E-4	0.0704859581596672
9E-5	9.86434091673849E-4			1.9E-4	0.0153274371372977	3.9E-4	0.0693569207800432
8.8E-5	0.00100924054596499			1.88E-4	0.015610968382228	3.88E-4	0.0709653844273457
8.6E-5	0.0011645414991829			1.86E-4	0.0150317507551431	3.86E-4	0.0741819096370147
8.4E-5	0			1.84E-4	0.0176536026225179	3.84E-4	0.0688861551968109
8.2E-5	1.36054686979854E-4			1.82E-4	0.0195515215965803	3.82E-4	0.0729370115636713
8E-5	4.38628641369467E-4			1.8E-4	0.0188338371513516	3.8E-4	0.0682318000494378
7.8E-5	5.31000270697484E-4			1.78E-4	0.0189985190945297	3.78E-4	0.0740109702551053
7.6E-5	2.08382263128796E-4			1.76E-4	0.0204747786296602	3.76E-4	0.0797799425486947
7.4E-5	0.00133422107916429			1.74E-4	0.0217325633985147	3.74E-4	0.0761039989781235
7.2E-5	0.00212361711590473			1.72E-4	0.0201496127030352	3.72E-4	0.0753838527190257
7E-5	0.00258101751507882			1.7E-4	0.0185946756175324	3.7E-4	0.0755328774213083
6.8E-5	0.00275751540412623			1.68E-4	0.0191961025472913	3.68E-4	0.0717369067930502
6.6E-5	0.00342353021417962			1.66E-4	0.0163861434348866	3.66E-4	0.0724548179571925
6.4E-5	0.0034830293684657			1.64E-4	0.0169307462949196	3.64E-4	0.072180152729696
6.2E-5	0.00350934317853668			1.62E-4	0.0183543273209249	3.62E-4	0.0736657399914052
6E-5	0.00456938971149016			1.6E-4	0.0194413716589452	3.6E-4	0.0748234377359269
5.8E-5	0.00554894539493282			1.58E-4	0.0195328619369823	3.58E-4	0.0781257034657521
5.6E-5	0.00643031239990848			1.56E-4	0.018836922429814	3.56E-4	0.0712041916132786
				1.54E-4	0.018680681316506	3.54E-4	0.0716245451248162
				1.52E-4	0.0173605906418087	3.52E-4	0.071857019770248
				1.5E-4	0.0183392104687788	3.5E-4	0.0687866143615118
	0.041423220772809			1.48E-4	0.0188571359290391	3.48E-4	0.0647105325812299
				1.46E-4	0.0184166024447334	3.46E-4	0.0661058562101466
				1.44E-4	0.0201245684708374	3.44E-4	0.0672454719240759
				1.42E-4	0.0213208787753064	3.42E-4	0.0670301650892989
				1.4E-4	0.0201107991707879	3.4E-4	0.0651828486455911
				1.38E-4	0.0193836333584626	3.38E-4	0.0650133373552843
				1.36E-4	0.0198345506633361	3.36E-4	0.0623910168870563
				1.34E-4	0.02144660590236	3.34E-4	0.0619023466878456
				1.32E-4	0.0220445827408486	3.32E-4	0.0665633775783866
				1.3E-4	0.0223366619214529	3.3E-4	0.0696839667323432
				1.28E-4	0.0206739748955493	3.28E-4	0.0661742581774628
				1.26E-4	0.0222295099666882	3.26E-4	0.0685773016907209
				1.24E-4	0.0216827628354079	3.24E-4	0.0653519214723109
				1.22E-4	0.0220311586175658	3.22E-4	0.0702470178898809
				1.2E-4	0.021591995347389	3.2E-4	0.0706907246840371
				1.18E-4	0.0210663509329647	3.18E-4	0.0668861717957038
				1.16E-4	0.021603133501944	3.16E-4	0.0688951994112185
				1.14E-4	0.0219681518871065	3.14E-4	0.0661050520402761
				1.12E-4	0.0224261649296928	3.12E-4	0.0645485766302605
				1.1E-4	0.0224146603731543	3.1E-4	0.0622584853446386
				1.08E-4	0.0223592380832898	3.08E-4	0.0642327981962184
				1.06E-4	0.0212749736851107	3.06E-4	0.065141723099543
				1.04E-4	0.021277990237341	3.04E-4	0.0628501697201465
				1.02E-4	0.0208265212505016	3.02E-4	0.0601360151205732
				1E-4	0.0214564629670278	3E-4	0.0556509306158366
				9.8E-5	0.0204633261457084	2.98E-4	0.0548728296507823
				9.6E-5	0.0199426758876799	2.96E-4	0.0531624313050025
				9.4E-5	0.0200692672845478	2.94E-4	0.0582839595772476
				9.2E-5	0.0199456527541539	2.92E-4	0.0560596883783388
				9E-5	0.0193077211406084	2.9E-4	0.0627971923118946
				8.8E-5	0.0191599752155285	2.88E-4	0.0608723026352483
				8.6E-5	0.0197807895801125	2.86E-4	0.0638992607522828
				8.4E-5	0.0190878095891505	2.84E-4	0.0571837975440444
				8.2E-5	0.0198192890877081	2.82E-4	0.0502198215381755
				8E-5	0.0184437991552432	2.8E-4	0.0514208460129107
				7.8E-5	0.0184162168202741	2.78E-4	0.0478962647945419
				7.6E-5	0.0174898015157008	2.76E-4	0.0467405021579947
				7.4E-5	0.0169361204156484	2.74E-4	0.0524542454957155
				7.2E-5	0.0167968804111575	2.72E-4	0.0511829822960648
				7E-5	0.0170133144635577	2.7E-4	0.0532373967900312
				6.8E-5	0.0178787009248339	2.68E-4	0.0530188107557235
				6.6E-5	0.0177953953152755	2.66E-4	0.0567527554653199
				6.4E-5	0.0193004087748279	2.64E-4	0.0538615122991664
				6.2E-5	0.0198172803531656	2.62E-4	0.0506552170842498
				6E-5	0.0203812450688959	2.6E-4	0.0531259187214379
				5.8E-5	0.0203845309312647	2.58E-4	0.0597474924944506
				5.6E-5	0.0205636623834145	2.56E-4	0.0555113389593288
				5.4E-5	0.021214064987447	2.54E-4	0.0502801206579061
				5.2E-5	0.02158078308946	2.52E-4	0.0453493784381975
				5E-5	0.0212688413988313	2.5E-4	0.0416339140965494
					0.204557834557748	2.48E-4	0.037675416061351
						2.46E-4	0.0375810338687326
						2.44E-4	0.0361204092347818
						2.42E-4	0.0332119542927651
						2.4E-4	0.035680308682653
						2.38E-4	0.0337139057254354
						2.36E-4	0.0308093555499746
						2.34E-4	0.0296786797588366
						2.32E-4	0.0309222943412749
						2.3E-4	0.030678737818476
						2.28E-4	0.0316496509821507
						2.26E-4	0.0279850898243411
						2.24E-4	0.0288665489178675
						2.22E-4	0.0273627147332675
						2.2E-4	0.0215612915628553
						2.18E-4	0.019746457895845
						2.16E-4	0.0172288397390943
						2.14E-4	0.0208528441561601
						2.12E-4	0.0182425237155971
						2.1E-4	0.0131900389733406
						2.08E-4	0.0170719217779241
						2.06E-4	0.0171600830339723
						2.04E-4	0.0162656752336863
						2.02E-4	0.0161223125342919
						2E-4	0.0132559502809887
						1.98E-4	0.0190708522082751
						1.96E-4	0.0126643368347447
						1.94E-4	0.0127764848011187
						1.92E-4	0.0113599745231561
						1.9E-4	0.0130771553899218
						1.88E-4	0.0143693765465518
						1.86E-4	0.00997125590922396
						1.84E-4	0.0117101110638508
						1.82E-4	0.0108458093609629
						1.8E-4	0.00693532816320689
						1.78E-4	0.00612956907494137
						1.76E-4	0.00435386204621927
						1.74E-4	0.00550821706563841
						1.72E-4	0.00386751688323581
						1.7E-4	0.00150662483128777
						1.68E-4	0.00567059155419442
						1.66E-4	0.00396821571215263
						1.64E-4	0.00556227331192461
						1.62E-4	0.00509769457170388
						1.6E-4	0.00340267672842632
						1.58E-4	0.00404126766050937
						1.56E-4	0.00277169232179297
						1.54E-4	0.00107365093515072
						1.52E-4	0
						1.5E-4	0.00590011824715156
						1.48E-4	0.00677378115252965
						1.46E-4	0.00772335017855026
						1.44E-4	0.0118468242347224
						1.42E-4	0.0165398788725322
						1.4E-4	0.0165987798811046
						1.38E-4	0.0170780858615009
						1.36E-4	0.0179123373146577
						1.34E-4	0.018058680597677
						1.32E-4	0.0186349475436028
						1.3E-4	0.0191633154714847
						1.28E-4	0.0198033069826465
						1.26E-4	0.0184561457972846
						1.24E-4	0.0160629164833256
						1.22E-4	0.0165947005335047
						1.2E-4	0.0167566829915221
						1.18E-4	0.0191739163825294
						1.16E-4	0.0160372446541719
						1.14E-4	0.0150519462830238
						1.12E-4	0.0163859396669326
